en,ja
favors,人情
asphyxia,窒息
thoughts,感想
space,空地
End of term,期末
All four directions,四方
in force,現行
new,新興
instruction,指令
Benefit,受益
busy,繁忙
strong winds,大風
Practice,修行
synthesis,合成
masterpiece,大作
custom,風俗
Pass,通行
discomfort,不適
repent,懺悔
proportion,比重
Unfair,不平
outflow,流出
bona fide,善意
proficient,精通
Night Sky,夜空
giant,巨人
Low-key,低調
except,除外
balanced,均衡
break down,分解
education,教養
syllable,音節
unmarried,未婚
industry,業界
Peacock,孔雀
clerk,店員
palace,宮廷
drift,漂泊
magic,魔力
# 4000,# 4000
isolated,孤立
openly,公然
He Fang,何方
Trail,小道
Highlands,高地
city ​​gate,城門
allergy,過敏
Passing away,逝去
masterpiece,傑作
silver,銀色
drifting,漂流
King of Heaven,天王
Style,風貌
form,結成
wave,波浪
fracture,骨折
maze,迷宮
Scenery,光景
Extreme,至極
serial,連環
Palace,殿堂
knowledge,見聞
volume,音量
trend,動向
specimen,標本
The Big Picture,大局
assault,暴行
advice,忠告
protein,蛋白
Garden,園地
end,末日
Flood,大水
Sturdy,堅固
reserved,矜持
slide,滑落
Character,品格
Flying Bird,飛鳥
Moderation,適度
rescue,救出
pocket knife,小刀
recall,追憶
Property,物件
Prevention,防備
Conception,構想
container,容器
cancel,中止
below zero,零下
New recruits,新兵
Handouts,講義
Firepower,火力
Innocence,純情
Essentials,要領
Grand Duke,大公
public funds,公費
advance,事前
Conservation,保全
Segmentation,細分
flesh and blood,骨肉
Wutong,梧桐
Extreme,極致
Dust,風塵
tone,調子
lower abdomen,小腹
Notice,告示
Anthology,選集
bud,萌芽
flaunt,標榜
good,上手
radical cure,根治
early month,上旬
Kyushu,九州
windmill,風車
merger,兼併
Jasmine,茉莉
Resignation,離職
Rest,休養
tone,音調
plaster,石膏
keynote,基調
Public Notice,公示
wallpaper,壁紙
gap,落差
precision,精密
Insight,悟性
great cause,大業
List,羅列
limbs,手足
Plastic surgery,整形
Compilation,編纂
Ruling,裁定
conditioning,調理
boy,童子
break,決裂
Color,花色
basin,盆地
crop,作物
Disrespect,不敬
early summer,初夏
monk,僧侶
ex-husband,前夫
military police,憲兵
Achievements,功績
Early years,初年
tailwind,順風
filial son,孝子
cloth bag,布袋
paranoia,偏執
conduct,品行
the next day,翌日
sect,教派
Separation of the Family,分家
Special Mission,特派
pathology,病理
convalescence,療養
public office,公職
nourish,滋養
thing,東西
conduct,進行
at the same time,同時
Comment,評論
aspect,方面
Influence,影響
success,成功
material,資料
Feeling,心情
figure,人物
resource,資源
project,工程
degree,程度
transportation,交通
Phenomenon,現象
impression,印象
Smile,微笑
Profession,職業
admit,承認
convenient,方便
die,死亡
generally,通常
implement,執行
member,成員
rest assured,放心
renew,更新
major,重大
journal,日記
meaning,意味
Speech,講話
chair,椅子
on the head,頭上
composition,作文
finance,金融
successively,先後
Sing,唱歌
Various,多種
Essence,精華
fierce,激烈
Before and After,前後
on the contrary,相反
describe,形容
connect,連接
crisis,危機
middle aged,中年
power,動力
plant,植物
nature,性質
together,一同
on the other hand,一方
power,勢力
pedestrian,行人
notes,筆記
flight,飛行
Respect,尊敬
Yangtze,長江
Achievement,達成
just,公正
ordinary,平凡
Creativity,創意
strengthen,強化
circulation,流通
pencil,鉛筆
light rain,小雨
light,光線
maritime,海上
Fragile,脆弱
Confused,糊塗
Split,分裂
beauty,美容
style,作風
poverty,貧窮
singing,歌唱
clean,清潔
resistance,抵抗
constellation,星座
Complete Works,全集
Advent,降臨
medium,中等
main force,主力
above,上方
March,三月
Yes or No,有無
Purple,紫色
adequate,充足
Authentic,正宗
bleed,流血
training,修養
mid-term,中期
Appearance,出場
Mountain climbing,登山
Ordinary,尋常
Afternoon,午後
establish,確立
Mid-Autumn Festival,中秋
Functions,職能
release,放出
compromise,妥協
similar,同類
pen name,筆名
palace,宮殿
Western,西洋
excellence,卓越
aggravated,加重
Good reviews,好評
tortuous,曲折
moderately prosperous,小康
this life,今生
Events,行事
elders,長老
strength,強度
weak,微弱
place,放置
grief,悲痛
unprecedented,空前
wheel,車輪
decline,下落
words and deeds,言行
tilt,傾斜
meteor,流星
March,行進
exuberant,旺盛
agile,敏捷
Duke,公爵
hostage,人質
Selected,選定
lucky,僥倖
reconnaissance,偵察
clear,明朗
pope,教皇
Doujin,同人
homosexual,同性
Older,年長
Facilitation,促成
Our Lady,聖母
sequence,序列
defamation,誹謗
yield,屈服
Improvements,改良
Admission,入場
financial resources,財力
Free of charge,無償
grass,青草
Prince,親王
dying,臨終
judge,評判
blind,盲人
low,低落
Destruction,破滅
eldest son,長子
Opportunity,契機
Government Affairs,政務
Senior citizens,長者
Prime Minister,宰相
Global,全局
style,格調
bat,蝙蝠
glance,一瞥
atom,原子
panoramic,全景
cave,洞穴
Serious illness,重病
sexually transmitted diseases,性病
ZTE,中興
secretion,分泌
heating,加熱
Begonia,海棠
Supervision,監察
innovation,革新
fishing boat,漁船
small,微小
branch campus,分校
tune,曲調
resection,切除
West,以西
New home,新居
middle class,中流
Masturbation,自慰
vague,漠然
written,成文
situation,情勢
Lieutenant,中尉
veto,否決
spasms,痙攣
Seasoning,調味
birds,鳥類
DC,直流
daytime,白日
freezing,冷凍
defensive,防衛
gun smoke,硝煙
Exemption,免除
Real name,本名
public,公立
Positive,陽性
end,末尾
politics,政界
flesh,血肉
Sections,小節
Bones,白骨
Mantra,真言
reveal,吐露
bathing area,浴場
sharp weapon,利器
suspected,疑似
Laughter,哄笑
expedition,遠征
Very,非常
article,文章
direct,直接
Performance,表現
on the ground,地上
Large quantities,大量
Establishment,成立
Parents,家長
correct,正確
enthusiasm,熱情
headmaster,校長
canteen,食堂
inevitable,必然
emperor,皇帝
Director,局長
usually,平常
liberation,解放
Always,一向
Belief,信仰
coach,教練
prevent,防止
Birth,誕生
journey,行程
vitality,活力
Agreement,約定
force,強迫
Cultivation,養成
skilled,熟練
type,種類
breast,乳房
policy,方針
feudal,封建
electricity,電力
curve,曲線
Team Leader,組長
Fat,脂肪
Orientation,指向
pioneer,先鋒
Yearning,憧憬
violent,猛烈
Mood,心境
bridegroom,新郎
agreement,協定
Rectification,整頓
repercussions,反響
starry sky,星空
on-line,線上
Dharma,正法
alarm,警報
sexual intercourse,性交
Honesty,正直
liquid crystal,液晶
All day,終日
parallel,並列
Recognition,表彰
believe,信奉
Charge,充電
scenery,景物
come down,墜落
snails,蝸牛
years,年月
Farming,養殖
tailor,裁縫
Front,前列
Founder,方正
neutral,中性
middle finger,中指
delicate,精巧
chest,胸中
The day before,前日
dumping,傾倒
freeze,凍結
output,出力
Condensation,凝結
disease,病症
Intention,志向
Chief,酋長
Azure Dragon,青龍
Culture and Education,文教
race,人種
Target,標的
sister-in-law,小姑
mooring,停泊
Determination,測定
upright,直立
Upper limit,上限
Loneliness,寂寥
Hero,豪傑
Medium,中型
setting sun,斜陽
past,過去
everything,一切
how,如何
police,警察
wife,妻子
period,時期
memory,記憶
enjoy,享受
public,公共
Benefit,利益
status,地位
deliberately,故意
maintain,維持
base,基地
Proportion,比例
enter,輸入
common people,百姓
Miracle,奇跡
geography,地理
mechanical,機械
taste,滋味
create,創建
announcement,公告
conscience,良心
innocent,無辜
Full Strength,全力
reveal,流露
all walks of life,各界
Demonstrations,示威
Self-service,自助
Encourage,鼓舞
mercy,慈悲
straight line,直線
At your own expense,自費
Founding,創立
chrysanthemum,菊花
Subsidy,補助
End,終結
Statement,語句
borrow,借用
self made,自制
Your Mightiness,閣下
Previous year,前年
director,理事
Destruction,滅亡
remains,遺跡
issue,議題
Cross,十字
respite,喘息
Honey,蜂蜜
Who,何人
hostility,敵意
neutral,中立
penalty,刑罰
benefactor,恩人
Detailed explanation,詳解
whistle,汽笛
quality,質量
matrix,行列
bee,蜜蜂
completion,落成
must,一定
woman,女人
Unable,無法
fundamental,根本
understand,理解
Report,報告
rest,休息
Women,女子
self,自我
I,本人
style,風格
Everyone,各位
similar,類似
insufficient,不足
Glass,玻璃
grammar,語法
grasp,把握
breathe,呼吸
legitimate,合法
Passed,合格
letter,字母
speech,言語
license,許可
review,回顧
class,階級
universal,普及
instinct,本能
heavy rain,大雨
Large,大幅
insult,侮辱
comedy,喜劇
gossip,八卦
Foam,泡沫
opposite sex,異性
transition,過渡
soil,泥土
One,一味
children,子弟
Queen,女王
region,地域
not at all,全然
One or Two,一二
Self-study,自習
medium,媒介
song and dance,歌舞
spider,蜘蛛
Trajectory,軌跡
Taiga,大河
endlessly,不休
respect,敬意
Ancient and Modern,古今
shrine,神社
Timely,適時
Case studies,事例
reconciliation,和解
urge,督促
Tutoring,補習
Shooter,射手
dance music,舞曲
Problem Solving,解題
immortal,不朽
chaos,混沌
Along the route,沿線
suspense,懸念
succeed,得手
immediately,即刻
deficit,赤字
franchise,特許
colloquialisms,俗語
Swallow,嚥下
subordinates,下級
Daily life,起居
draft,草稿
handwriting,筆跡
gratitude,謝意
landmines,地雷
syntax,句法
unyielding,不屈
maid,侍女
dismount,下馬
Civil Engineering,土木
Inhalation,吸入
personal,個人
result,結果
story,故事
Hongkong,香港
forever,永遠
Regulation,規定
information,消息
character,文字
Base,基礎
common,共同
Beauty,美女
distance,距離
All the way,一路
writer,作家
most,最多
advanced,高級
criticize,批評
husband,老公
Reasonable,合理
respective,各自
song,歌曲
blue,藍色
Stimulate,刺激
accident,事故
good at,得意
child,子女
combination,組合
reason,理性
Humanities,人文
occasion,場合
typical,地道
deny,否認
lyrics,歌詞
Illegal,違法
consultant,顧問
fall,落下
square meters,平米
wandering,流浪
Regular,定期
Generous,大方
Light,光芒
Girl,女郎
legislation,立法
gather,集合
literati,文人
Experience,心得
front,前線
isolation,隔離
gesture,手勢
local,本土
declaration,宣言
detention,拘留
Interest,利息
Great Fire,大火
suitable,適宜
truck,貨車
mother and child,母子
supply,供給
cemetery,墓地
bias,偏見
fine,精細
Can,可否
weak,薄弱
in previous years,往年
cavalry,騎兵
humiliation,屈辱
glyphs,字形
ladder,梯子
weapons,兵器
Independence,自立
roar,咆哮
Low-level,低級
chew,咀嚼
flat land,平地
bribe,賄賂
Japanese style,和風
North,以北
source,源泉
Preface,前言
fruit trees,果樹
Qualitative,定性
sperm,精子
deep mountains,深山
Royal Palace,王宮
wildflowers,野花
Residence,居留
particle,粒子
Left,左派
particles,顆粒
stand up,起立
Special,特級
established,既定
Comfort,心地
leather,皮革
theorem,定理
Jurisprudence,法理
Recruitment,募集
difference,差額
Assembly,集結
Stand tall,屹立
Habits,習性
magnetic,磁性
supply,補給
abjection,落魄
error,誤差
Ascend to the throne,即位
Communiqué,公報
throne,王位
Technique,技法
First Aid,救護
star anise,八角
matter,事情
personnel,人員
very,十分
This year,今年
effort,努力
Behavior,行為
cooperate,合作
last year,去年
Get,取得
woman,女性
East,東方
various places,各地
star,明星
fixed,固定
Unlucky,不幸
Formulate,制定
decline,下降
disease,疾病
pity,同情
Strategy,策略
prince,王子
Toy,玩具
Speech,言論
compatriots,同胞
weakness,無力
miss,想念
personality,人格
senior management,高層
ruthless,無情
peak,高峰
assistance,援助
the ancients,古人
indefinite,不定
May,五月
Past,昔日
misunderstanding,誤解
soft,柔和
tomorrow,明日
therapy,療法
ancestor,祖先
criminal,刑事
sound,健全
goddess,女神
higher,高等
Sublime,崇高
trance,恍惚
Everyone,各人
power,威力
Collected Works,文集
logistics,物流
French,法文
First class,一等
Fun,情趣
little girl,小女
now,現今
Walker,行者
count,伯爵
force,武力
terrain,地形
tough,強硬
exercise,演習
tolerate,包容
Footprints,足跡
lattice,格子
flow,流量
Audio and Video,音像
appearance,容貌
Unity,合一
juice,果汁
rural,田園
intention,意向
accumulation,堆積
fart,放屁
raging fire,烈火
timing,定時
mortal,凡人
harmony,和睦
rage,激怒
Full range,全線
public,公家
thorns,荊棘
sowing,播種
deceased,故人
blue,青色
grammar,文法
Overweight,過重
North side,北側
Passionate,激昂
mosquito net,蚊帳
permanent residence,常住
autumn rain,秋雨
Abbot,方丈
Five Colors,五色
self-sufficiency,自得
airstrike,空襲
adversity,逆境
Old man,老翁
beat,拍子
hope,希望
Various,各種
clear,清楚
End,以上
think,想到
immediately,馬上
think,想起
Establish,建立
On the road,路上
strength,力量
after all,畢竟
give up,放棄
ideal,理想
mood,情緒
concentrated,集中
Combine,結合
access,訪問
Popularity,流行
practise,練習
dream,夢想
composition,組成
trip,旅行
route,路線
abnormal,異常
Registration,登記
Surprised,吃驚
equality,平等
Tokyo,東京
line,線路
intelligence,情報
classical,古典
constitution,憲法
tendency,傾向
denial,否定
ahead,前方
Performed,上演
confused,茫然
mountain road,山路
image,影像
Dongfeng,東風
endless,無窮
nature,本性
territory,領土
Broadcast,放映
Same as above,同上
negative,消極
Uterus,子宮
Financing,融資
February,二月
emperor,帝王
Leading,先行
below,下方
upper layer,上層
Corporation,法人
General Manager,常務
position,方位
Kyoto,京都
Split,分割
Speech,講演
Multiple,多重
Existing,現存
parallel,平行
West side,西側
Impermanence,無常
square,平方
arable land,耕地
Republic,共和
consternation,驚愕
crystallization,結晶
acute,急性
prosperous,興隆
crew,船員
correct,更正
Before marriage,婚前
portrait,肖像
cricket,蟋蟀
unrestrained,奔放
Health Preservation,養生
rib cage,肋骨
ivory,象牙
pursue,奉行
princess,王妃
sentiment,情操
parallel,並行
bronze statue,銅像
capital,都城
hills,丘陵
tomb,陵墓
this morning,今朝
bulge,隆起
Supreme,無上
Indulge,放任
peers,同級
humble,謙遜
Thoracic cavity,胸腔
process,過程
policy,政策
interest,興趣
Image,形象
The west,西方
expression,表情
good,良好
northeast,東北
waste,浪費
Results,成果
coordination,協調
left hand,左手
bad,不良
Come forward,上前
pale,蒼白
superior,上級
Definitely,必定
weekdays,平日
fragrance,香味
class,階層
Ordinary people,常人
fly,飛翔
Fire Fighting,消防
ability,本領
matter,事項
legal,法定
Top,頂上
limit,極限
Mars,火星
intermediate,中級
Mood,情調
bridge,橋梁
auspicious,吉祥
Release,上映
situation,境地
desolate,荒涼
overlooking,眺望
Superstar,巨星
rupture,破裂
Outlook,展望
pasture,牧場
assessment,評定
East side,東側
respect,崇敬
Lower level,下層
Bias,偏向
territory,領地
decree,法令
Consul,領事
spices,香料
Infinite,無量
Representation,表象
karate,空手
Square,方形
Dapeng,大鵬
normal,正常
emphasize,強調
religion,宗教
energy,精力
reluctantly,勉強
weight,重量
court,球場
journey,旅程
cool,清涼
Quantity,分量
troops,兵力
Palm,手心
Go north,北上
Upstream,上流
benign,良性
Quantitative,定量
capacity for liquor,酒量
Measurement,計量
Great Powers,列強
Kind,善良
mandatory,強制
tension,張力
strong,強烈
appropriate amount,適量
method,方法
positive,積極
each,各個
today,今日
north,北方
grade,等級
right hand,右手
excessive,過多
imagine,想像
up,向上
force,強行
sincere,真心
Try your best,極力
Wang Family,王家
Thank you,多謝
Measurement,測量
grandmother,祖母
Newbie,新手
Left side,左側
right side,右側
native language,母語
Debut,登場
Play,上場
Removal,除去
law,法則
Oji,大路
superior,上等
Sailing,航行
eggplant,茄子
Strong,強力
Delusion,妄想
aromatic,芳香
impromptu,即興
Parent-child,親子
Mutual Aid,互助
pawpaw,木瓜
Arctic,北極
screen,屏風
orange color,橙色
Program,綱領
Combined Force,合力
spread,波及
debauchery,放蕩
uncle,叔父
Generally speaking,大凡
part,一部分 岸
electromagnetic,電磁
blood sugar,血糖
ginkgo,銀杏
Intensification,激化
Surface,地表
blister,水泡
almond,杏仁
Job openings,求人
ferry,渡船
Optional,自選
tributary,支流
stick,棍棒
lengthy,冗長
Courtship,求愛
# 5000,# 5000
spiral,螺旋
epidemic prevention,防疫
forging,鍛造
Interview,取材
venomous snake,毒蛇
inflammation,炎症
Asahi,朝日
paper bag,紙袋
South End,南端
private,私有
Arts and Sciences,文理
Genuine Leather,真皮
semen,精液
farming,耕作
The Golden Mean,中庸
Prajna,般若
fertilizer,肥料
God,神明
nebula,星雲
Store Manager,店長
Self-interest,私利
Left Bank,左岸
Grounding,接地
jade,玉石
Fertilization,施肥
French,法式
constipate,便秘
Zhongtian,中天
Arrangement,編曲
valve,閥
rapids,激流
Prelude,前奏
statues,神像
Ambitious,有志
camellia,椿
right way,正道
Seri,芹
gut,腑
alienation,異化
grand occasion,盛況
colored,有色
prisoner,囚徒
Aya,綾
remove,掃除
In recent days,連日
metallurgy,冶金
bait,餌
weak,衰弱
mercury,水銀
vaccination,接種
Atonement,贖罪
ears and eyes,耳目
Encourage,助長
monasticism,修道
Crusade,討伐
Charter,憲章
Benchmark,基準
power ups,通電
Shepherding,牧羊
Heavenly Man,天人
grave,墓穴
fertile,肥沃
adjutant,副官
military adviser,軍師
Commander-in-Chief,統帥
spicy,辛辣
pregnancy,妊娠
feast,筵
nominal,名目
destiny,天命
recall,罷免
Poverty,清貧
Allure,傾城
flaw,瑕疵
Yin,胤
Forming,成形
Gold and Jade,金玉
bark,樹皮
toilet paper,手紙
put out,撲滅
Prototype,原形
Dantian,丹田
Good ideas,高見
Masking,遮蔽
rough,粗野
Songjiang,松江
fellow,同道
Signature,落款
Chamber of Secrets,密室
appoint,委任
contain,牽制
altar,祭壇
Danqing,丹青
young girl,幼女
Disposal,始末
Lift,昇降
ingot,錠
cast aside,唾棄
chastity,貞操
Motivation,意欲
Aquatic,水生
Spring,春色
backward,後進
Insights,洞察
Dissolve,溶解
Minister,公使
Half Life,半生
politics and religion,政教
Gradual,漸進
financial resources,財源
breast milk,母乳
to be decided,未定
important town,重鎮
hibernation,冬眠
Postscript,跋
water droplets,水滴
send,送信
fly,蠅
Merlin,梅林
grazing,放牧
Top,上部
treasure,珍重
Holdings,保有
exile,放逐
Most,大部
Eight directions,八方
fabrication,捏造
equatorial,赤道
branch line,支線
whale,鯨
geothermal,地熱
Flag,幡
Vision,遠景
Heroes,群雄
meat slices,肉片
fabrication,杜撰
righteousness,大義
quarrel,口角
gout,痛風
Fisherman,漁夫
dead body,死屍
Far View,遠望
Alas,嗚呼
despicable,卑劣
axiom,公理
puppet,傀儡
gravitational,引力
flagship,旗艦
Solo Exhibition,個展
stubborn,執拗
Pottery,陶器
Night train,夜行
buffalo,水牛
time limit,時限
Performance,公演
Mochizuki,望月
colorless,無色
Title,題名
Compulsory,必修
Changing clothes,更衣
Request,懇請
early spring,早春
Cultivation,涵養
Unsuccessful,落選
stone statue,石像
eaves,庇
foot of the mountain,麓
Swire,太古
ophthalmology,眼科
dereliction of duty,失職
Determination,決意
Dosage,用量
naked eye,肉眼
handsome,俊秀
Land,地頭
meaning,含意
code,法典
In-car,車載
ditty,小曲
reprint,再版
inscription,碑文
lighting,採光
Business owners,業者
out of fashion,不興
magpie,鵲
Replacement,置換
wounded,負傷
philosopher,哲人
Client,施主
middle section,中段
High Profile,高調
Moonlit Night,月夜
Famous Quotes,名句
quota,定額
Sheng,笙
Standard,王道
scenery,風物
Eastern Expedition,東征
magnetic field,磁場
discerning eye,慧眼
thick fog,濃霧
Homophone,同音
residence,居所
Ancestor,始祖
trauma,外傷
Owl,梟
baron,男爵
Hold on,固守
sulfuric acid,硫酸
Prime Minister's Office,官邸
thistle,薊
Sorrow,悲愴
family business,家業
Decline,減退
Hostility,敵視
comet,彗星
activity,活性
Acquisition,習得
Summer vacation,避暑
Opening a mountain,開山
laity,俗人
dark and quiet,杳
Accessibility,通達
moth,蛾
buffer,緩衝
Famous Songs,名曲
muddy water,泥水
trimming,修整
Walking,行路
Maintenance,養護
Elegance,風雅
slice,切片
Academic Affairs,教務
Current situation,時局
capture,捕獲
bottom of the pot,鍋底
pigment,色素
Shoot,射殺
aisle,通路
mature,老成
turbid,混濁
Swamp,沼
speaker,議長
Housekeeping,家政
sewing,縫製
Training,調教
melancholy,哀愁
Rise up,奮起
Present world,現世
Face reading,面相
hairpin,簪
Long-term,長足
Throw,投擲
steel plate,鋼板
Sky,蒼穹
motto,箴言
Taibai,太白
Last words,遺言
technician,技師
mating,交配
Negative,陰性
Lament,慨嘆
wasteland,荒地
excretion,排泄
elevated,高架
reduce,縮減
trunk,主幹
Strength,強弱
backbone,中堅
harmless,無害
overture,序曲
north latitude,北緯
crossbow,弩
Whisper,私語
Fortitude,剛毅
Detoxification,解毒
Trunk Line,幹線
Suture,縫合
Quest,探求
fence,籬
wind power,風力
Argument,論調
Morning and evening,朝夕
Brushwork,筆法
wind direction,風向
pillars,棟梁
Incorporation,編入
Whiteheads,白頭
embryo,胚
usually,平素
protrusion,突起
Deadweight,自重
Overall,全貌
Flowers and Birds,花鳥
Hunger,空腹
Residence,邸
Main family,本家
White Tiger,白虎
light source,光源
Payment,給付
depend on,次第
potato,芋
Derivation,派生
radio waves,電波
Utilization,活用
natural disasters,天災
saliva,唾液
Scarlet,緋
political situation,政局
New Testament,新約
Electric Light,電光
exquisite,精妙
official position,官職
fantasy,空想
Public and Private,公私
throne,王座
Idle,閑散
Cashier,出納
Flow,奔流
masterpiece,力作
outside,外側
surface layer,表層
rigidity,拘泥
throat,喉頭
disaster,災禍
fine,細密
original meaning,本義
copper plate,銅板
currency,通貨
testis,睾丸
execution ground,刑場
Ocean,遠洋
Ink Painting,水墨
oilfield,油田
anchor,錨
Insight,見地
Pictographic,象形
Deputy Minister,次長
affirmative,正方
Tanabata,七夕
This question,本題
agate,瑪瑙
early autumn,初秋
artifacts,器物
farming,農耕
Old father,老父
Standby,待機
Grapefruit,柚子
Rice paddy,水田
Governance,施政
Wording,文言
ragged,襤褸
Sea Freight,海運
profit and loss,損益
captain,機長
Sheung Shui,上水
Kitayama,北山
dustpan,箕
rationing,配給
Unification,一統
Obliterate,抹殺
halberd,戟
blue veins,青筋
public prosecution,公訴
My father,家父
foot,足下
Stop bleeding,止血
Dove,鳩
breast,乳腺
cereals,穀物
subjects,臣民
Death,享年
apostle,使徒
Celebrities,名士
Angry,憤然
Probation,感化
heron,鷺
raccoon dog,狸
engagement,婚約
Garden Tour,遊園
blind spots,死角
Second Lieutenant,少尉
famous family,名門
Aliases,別名
smooth,平滑
fabric,織物
repaying a favor,報恩
mushrooms,茸
black pepper,胡椒
Reduction of sentence,減刑
heresy,異端
Range,射程
Mana,法力
disillusionment,幻滅
Pure White,純白
coriander,香菜
My generation,我輩
rain and dew,雨露
Lost the case,敗訴
Details,明細
plot,暗算
thaw,解凍
remarriage,再婚
Growth rings,年輪
Olympic flame,聖火
straw sandals,草鞋
priest,祭司
torture,拷問
Seal,璽
inertia,惰性
bulk,大宗
gravity,重力
Self-love,自愛
Water volume,水量
Accuracy,精度
syncope,失神
Contamination,混入
coercion,脅迫
Complete victory,全勝
soften,軟化
predecessors,先輩
boudoir,閨
mockery,揶揄
sailor,水兵
saber,軍刀
weir,堰
Willful,恣意
shipbuilding,造船
Autumn Colors,秋色
Alarm bell,警鐘
Childhood,幼時
trade,通商
younger generation,後輩
vulgar,低俗
warm current,暖流
Difficulty,難易
Good luck,大吉
Clothing,衣冠
almost,殆
Wizards,奇才
alloy,合金
Save effort,省力
python,蟒
broadcast,放送
rainfall,降雨
nutrient,養分
Beiyang,北洋
urgent,急迫
lofty,高遠
second hand,中古
Differences and similarities,異同
dyeing,染色
salivate,垂涎
radical,部首
A crushing defeat,大敗
intuition,勘
As mentioned above,前述
Third-rate,三流
Teachings,開示
Survival,活路
Short life,短命
noble,高潔
burst,爆裂
food,食糧
perpetrator,加害
congestion,充血
photocopy,影印
crown,王冠
Alert,機敏
Beidou,北斗
monks,修士
Jiazi,甲子
Xuanwu,玄武
Royal,御用
exceptional price,破格
good reputation,美名
technician,技工
soldier,兵士
Specific,特異
surfacing,浮上
labor pains,陣痛
germs,病菌
Break,破門
Correction,校正
front wheel,前輪
resin,樹脂
white flag,白旗
grace,恩典
Paper,紙質
barrel,樽
pardon,赦免
weathering,風化
Kindness,仁愛
cave,洞窟
loyal minister,忠臣
pheasant,雉
Marquis,侯爵
Leaving early,早退
Historian,史家
Second-rate,二流
Blatant,露骨
hide,匿
removal,除名
Great Achievements,偉業
Burnout,倦怠
lower limbs,下肢
durable,耐用
Opening,開局
ancestor,先祖
literary giant,文豪
palmistry,手相
construction,工事
Tsukuda,佃
inscription,題字
Colorful,多彩
estuary,河口
oxen and horses,牛馬
Good person,善人
treasury,金庫
toxicity,毒性
Discrete,離散
pollen,花粉
Important,要衝
Five tastes,五味
Old woman,姥
mist,靄
diagnosis and treatment,診療
news,音信
Water-based,水性
wiring,接線
Winning the case,勝訴
Slightly,小幅
Pronunciation,字音
pension,年金
White powder,白粉
charcoal,木炭
Unprepared,不備
simple,簡略
quantum,量子
shortwave,短波
Repeat offense,再犯
hereditary,世襲
Ginza,銀座
art of war,兵法
Ships,艦艇
latitude,緯度
Tranquility,恬淡
bladder,膀胱
poor,貧民
cunning,狡
torch,炬
Fire,火種
measure,度量
raft,筏
Hue,色相
Loyalty,忠義
reclamation,開墾
Meeting,議事
fur,毛皮
Clam,蛤
shovel,鍬
yam,山芋
hammer,槌
envoy,使節
religious,信教
fine,罰金
Inorganic,無機
Public,公有
Distribution,分派
Planting trees,植樹
urea,尿素
misinterpretation,曲解
Purgatory,煉獄
marry,成婚
Vulture,鷲
narrow,仄
foreskin,包皮
Fresh air,新風
lubricating,潤滑
End,末端
why,何故
Massacre,虐殺
bleach,漂白
Zongzi,粽
Major offense,大過
Monthly Report,月報
Valley,谷地
Polar Regions,極地
Construction,造作
Apology,謝罪
eddy,渦
Volume,容積
Municipal,市立
Strong Hit,強打
Phonology,音韻
Now,現下
Important matters,要事
logistics,兵站
serf,農奴
loving mother,慈母
Admiral,提督
egg,卵子
mysterious,玄妙
Eyes Opening,開眼
spine,脊椎
Symbiosis,共生
First Night,初夜
impatience,性急
stomach ache,腹痛
fool the people,愚民
plot,畦
Appointment,起用
elegant,上品
Introspection,自省
Descent,降下
close relatives,近親
supine position,仰臥
Auspicious day,吉日
Handstand,倒立
dismissal,免職
Another World,隔世
incubation,孵化
log,原木
dependence,依存
maggot,蛆
eyelids,眼瞼
Self-recommendation,自薦
Avatar,分身
Tea room,茶房
little finger,小指
sideline,副業
ankle,踝
following year,翌年
satin,緞子
Carrying,搭載
guard,警備
Sentence,刑期
type,活字
hypocritical,偽善
walnut,胡桃
Umbilical cord,臍
Send troops,派兵
beheading,斬首
School Motto,校訓
Lecture Hall,講堂
Straight,順子
the large intestine,大腸
livestock,家畜
Accommodation,投宿
precipitate,澱
Red Sea,紅海
discharge,放電
written,筆頭
Denotation,表意
Well-seasoned,爛熟
Association,結社
refined,精製
corolla,花冠
edict,詔書
adultery,姦淫
summary,紀要
training,研修
justification,名分
lifeline,命脈
Horse head,馬頭
common,共通
Fall from power,落馬
Rising Sun,旭日
Suzaku,朱雀
saliva,唾
Attend,列席
plasma,血漿
conclude,締結
seafarers,海員
Meat quality,肉質
Karma,果報
right angle,直角
Strategy,謀略
Running Script,行書
Special exception,特例
coincide,重合
Export,導出
moisture-proof,防潮
storm,暴風
English name,英名
Alternate,候補
school spirit,校風
Grace,風姿
scattered,零落
Direct,直行
defend to the death,死守
xenophobic,排外
carnivorous,食肉
Character,品性
Clothing,衣料
suspension bridge,吊橋
Winner,勝者
light years,光年
preface,自序
main culprit,主犯
start,起動
abdominal cavity,腹腔
Gen,艮
interest,興味
lizard,蜥蜴
in vain,徒然
thin film,薄膜
forever,永世
gland,腺
honest,清廉
young children,幼童
Buried,葬送
Supplement,補足
Source,源流
vocabulary,語彙
infiltration,浸潤
On land,陸上
Whitewash,粉飾
Elegy,悲歌
All staff,全員
Beginning and End,首尾
hardness,硬度
handle,手柄
voiceless,清音
Overturn the verdict,翻案
rainy season,梅雨
snare,網羅
Prince,皇子
farm tools,農具
foundation,礎
height,身長
Bai Wen,白文
judo,柔道
Judge,判官
fictional,架空
sumo wrestlers,力士
Master,巨匠
True intention,真意
torture,受刑
people of the same taste,同好
syphilis,梅毒
below the knee,膝下
Killing,殺傷
