en,ja
Banner,旌
Gen,艮
dock,塢
skin disease,癩
nettle,蕁
Joke,謔
valley,峪
sell,沽
bun,髻
price,价
綋,綋
Yi,弋
Yan,妍
wide,广
robe,袍
Olive,欖
Akira,晄
burn,燎
eye,眸
green,綠
Lai,萢
mulberry,椹
Ou,甌
壜,壜
arch,拱
Yan,儼
Ruled,罫
chin,頷
Dream,梦
plane,鉋
Explanation,闡
melancholy,懣
indivual,个
pure,洌
Teng,滕
Confusing,紊
Yi,屹
commandment,誡
steam,烝
Nickname,昵
molten,鎔
chime,磬
Qiao,譙
chariot,輦
Zibo,淄
silk,絋
Yong,顒
Aunt,姨
dagger,匕
dragon,龙
obliterate,泯
Shao,劭
Prince Consort,駙
wall,墻
field,场
sled,橇
transport,运
梛,梛
Lu,祿
Do,盡
village,莊
View,覽
Chu,俶
Kun,焜
fight,鬥
Mi,糜
toss,簸
聰,聟
鑁,鑁
arrest,緝
Wrapping,纒
Huan,渙
manage,辦
wart,疣
roll,滾
rouge,臙
round bamboo basket,筥
Gou,苟
crucible,坩
noodle,麵
Son,儿
Warbling,囀
Leng,楞
Xuan,璇
oak,柞
carving,雕
lai,茘
first,乍
Konjac,蒟
repeatedly,屡
Da,逹
ridge,壟
funeral,殯
distant,迢
Box,筺
open,豁
thread,縷
Yu,鈺
Yu,煜
calabash,蠡
Fan,徇
rare,罕
body,膂
Nuo,儺
Xiao,霄
fistula,瘻
Xi,曦
silver,銈
縒,縒
mark,瘢
tuna,鮪
receive,收
beast,獸
Seto,瀨
Zen,禪
rice,稻
brush,拂
lack,缺
Horse,驥
hernia,疝
Positive,阳
Brown,棕
Yong,鏞
joyous,歡
flea,蚤
fall,跌
弴,弴
peel,剝
Fu,涪
Terracotta Warriors,俑
crimson,絳
渟,渟
亰,亰
technique,术
Torreya grandis,榧
grain,粮
blindfold,瞽
arsenic,砒
Good at,擅
intoxicated,酣
Shi,奭
Xi,僖
you,尔
lion,猊
Wei,隗
El,尓
temples,鬢
鵤,鵤
moss,蘚
muddy,濘
plantar,蹠
Song,淞
Xiu,琇
Turtle,瑁
win,嬴
hunchback,僂
Cross-legged,跏
garden,园
曁,曁
hairpin,笄
縺,縺
Alliance,联
Yu,禺
mold,黴
sway,竦
olive,橄
Rang,穰
cicada,蟬
temperature,溫
Lian,璉
Pang,厖
rather,甯
rocky hill,岨
forced labor,繇
紀,硲
Post Station,驛
Qu,瞿
Weasel,鼬
蹉,蹉
Kui,夔
mine,砿
misty,縹
lie,誑
ocher,赭
Exegesis,詁
scorpion,蝎
Surround,圍
Alas,噫
Break through,闖
repent,悛
edict,誥
Yan,琰
tower,颱
cable,纜
turtle,龜
open,张
car,车
very few,寥
Control,馭
Jie,頡
restrain,羈
Iron,銕
crucible,堝
bend,彎
Produce,產
comb,梳
Wei,煒
bullock,犍
turban,鞨
pond,陂
cold,冽
Tao,洮
Huan,奐
like,爱
Xu,勗
rope,繩
Jin,嶷
Yi,猗
Chang,嫦
Yunnan,滇
rose,玫
copper,釼
Tomo,笘
cliff,厓
Wen,雯
Song,崧
beard,髯
Bar,吧
household,戶
eloquent,佞
Dong,侗
call,喊
Grab,摑
risk,險
ear,穗
listen,聽
cough,嗽
run,跑
return,迴
Di,廸
Bian,卞
Hao,灝
Qiu,湫
Warmed sake,燗
Mu,姆
sweet wine,醴
Quiver,靫
Miao,繆
ragged,襤
net,筌
hour,时
sugarcane,蔗
bellows,鞴
stingy,嗇
basket,籏
梼,檮
steep,嶮
pan-,泛
latch,閂
Tsuen,荃
hunt,獠
Copper,鍈
Pi,邳
Tong,佟
Mo,靺
Jian,鑒
Turbulence,湍
yam,蒻
弖,弖
close,关
Xin,鑫
hairpin,釵
Goose,鵝
without,沒
Hui,蕙
Break,斷
Bian,汴
Sliced ​​meat,膾
Lazy,懈
Luo,罗
Wow,哇
Luan,巒
move,动
colander,笊
Li,悧
Spoon,勺
flame,焰
pure,粹
search,搜
Pack,裝
step,步
Sample,樣
Step,驟
carving,鵰
pounding,舂
Kiln,纐
Valerian,纈
Tao,燾
Yo,暘
How could,豈
Guan,瓘
fat,胖
晢,晢
street,陌
clapper,箙
general,摠
Hu,祜
Zhou,紂
Ji,佶
Tomatoes,飩
Wei,巍
shaft,轅
Raise,舉
Ji,璣
glutinous rice,糯
horse,马
Cousin,儔
Ai,藹
knot,紇
Zheng,筝
war,战
Min,岷
key,鑰
Tartar,韃
Zhi,芷
Nao,瑙
dental caries,齲
曻,曻
beat,擂
Blue,靑
Xiu,岫
bundle wrapped in cloth,袱
wash,盥
reel,轆
wheel,轤
switch,掣
Bao,葆
bar,槓
bamboo brush for utensils,筅
He,郃
brag,詡
difficult,艱
Park,樸
hair,发
urgently,亟
neon,霓
Ying,邽
wheat,麥
Jin,靳
mound,冢
feather,翎
familiar with,諳
International,际
and,竝
Liu,刘
Gardenia,梔
calf,犢
electricity,电
geld,騸
Kun,琨
Book,书
jacket,褸
through,经
庯,庯
donkey,驢
session,屆
Luo,雒
Tuo,佗
antelope,羚
Sauce,醬
horizontal,橫
orchid,兰
burst,迸
light,輕
Wei,濰
Da,妲
Paint,涂
hoop,箍
Toilet,厠
Silk,絁
diamond,鑚
坜,壢
誂,誂
bright,皎
聐,遐
dung,垈
Chang,萇
Yuan,沅
穽,穽
Xin,昕
睺,睺
enamel,琺
Pick,釆
tapir,貘
燵,燵
stingy,吝
lazy,懶
radish,蘿
squat,踞
Brush,箆
gourd,葫
Echo,谺
凞,凞
Discussion,諤
艪,艪
pass,传
Kan,坎
Chen,郴
site,阯
group,羣
Township,鄉
stalk,稈
chest,膺
Door,门
clamp,鉗
coax,哄
Yu,妤
Specialize,专
age,歲
Shuttle,杼
cotton,棉
乭,乭
Jin,珎
Belly,肚
Ear,珥
epilepsy,癲
Quan,銓
Migration,徙
垪,垪
bamboo,棈
plow,犂
noose,羂
eyelashes,睫
Pregnant,懷
play,戲
gorge,峽
hit,擊
Test,驗
award,奬
bring,帶
day,晝
calendar,歷
Lian,濂
Xi,兮
Hui,煇
melt,鑠
Nong,儂
Palm,櫚
shirt,衫
Yu,聿
Hun,琿
縅,縅
moraine,磧
idiot,癡
Village,塲
俥,俥
tomb,壙
Pae,裵
incite,嗾
valve,瓣
Honor,勛
pier,墩
braid,辮
mayfly,蜉
Fly,蝣
Peony,芍
red,红
Udon,饂
wind,风
porcelain,瓷
burdock,蒡
House,厝
martingale,鞅
rely,恃
Lan,襴
Lu,潞
袰,袰
flower,葩
侊,侊
Hom,磡
labor,勞
Huan,寰
bend,弯
tie,扎
Koji,麴
Jiong,炅
㐂,㐂
alum,礬
ancient sacrifice,畤
slang,俚
Grab,攬
capture,擒
More,踰
Mao,楙
dark and quiet,杳
kitchen,庖
List,陈
Jiao,嶠
𠮷,𠮷
Ni,妮
wall,牆
Wood,梠
Rose,瑰
Sorrow,殤
镡,鐔
Zhen,蓁
Hao,顥
Audience,覲
Zhao,釗
felt,氈
mine,鑛
pulse,脉
Thread,鞮
Reed,蒹
train,驩
Waste,廢
can,鑵
醂,醂
Asia,亚
toad,蟾
town,镇
Kasuri,絣
chain,鏈
Continue,繼
where,哪
dirt,濊
Caterpillar,貊
Wei,廆
Huang,皝
thread,緖
Li,俐
Inspection,檢
burn,燒
bomb,彈
hair,髮
pull,拔
swallow,飜
shake,搖
dad,爸
depression,欝
falcon,鶻
呰,呰
delete,刪
Susumu,暲
Xi,憙
among,躋
Hoshimi,裃
lined,袷
instep,趺
louse,虱
asylum for the aged,庠
枦,枦
embarrassing,冏
blush,赧
Huang,璜
curse,咒
dice,骰
Xun,潯
Rain,霽
bed,牀
夛,夛
ditch,瀆
Ga,嘎
harp,瑟
Tie,縻
Ying,瓔
scab,痂
mysterious,邃
generous,慷
Yun,耘
Yun,贇
Fang,昉
Chant,咏
stack,棧
Bai,佰
tie,紮
resentment,憮
Erhai,洱
crown,冕
edge,刄
Grasp,抓
button,鈕
soil,壤
language,语
jade,瑭
Bo,孛
Cheng,埕
open,开
lie,偸
Tan,亶
Xuan,璿
Jiong,迥
boundary,垓
slouch,傴
Wa,媧
Luan,灤
檍,檍
benefit,裨
compulsory service,徭
Wu,婺
Suppression,剿
roof,甍
Lose,掉
Gan,淦
head,头
誾,誾
slumped,埓
throw,抛
island,岛
try to find,找
select,选
shade,蔀
⽉,⽉
Zhen,臻
Jie,婕
桒,桒
suddenly,驀
Karma,噶
Decision,决
Chinese,汉
Qi,圻
Xiang,昻
eat,飡
Castanopsis,栲
hinder,礙
upbraid,吒
narrow,狹
chicken,鷄
lock up,圈
Cast,鑄
thief,盜
silent,默
Chen,諶
Slumbering,朏
health,矍
calluses,胝
worm,螻
cock,舁
﨟,﨟
lonely,寞
沨,渢
She,歙
Yellowtail,鰤
offer,獻
龗,龗
disgrace,謫
ankle,踝
莵,莵
polishing tool,鑢
dismiss,黜
shave,刮
stare,瞠
ring,环
Liang,樑
濹,濹
See,视
Bile,膽
Cheng,澂
Pick,拈
Qi,蘄
Ang,卬
Shi,寔
Zhan,旃
Jin,隲
box,框
dart,鏢
栴,栴
Bi,沘
Yusu,梼
take,拏
I,莪
ashamed,愧
劒,劒
Sincerity,忱
Wagtail,鴒
Yi,軼
Reality,实
loach,鰌
dark brown,靏
suburbs,郛
fork,岔
Lun,侖
Mei,嵋
Artemisia,蒿
Xin,莘
Tree,树
Kai,闓
Chi,蚩
Jin,晉
Hoarse,嗄
Shu,澍
Shou,謖
noise,噪
Yao,爻
Dragon,龖
Zhu,茱
path,徑
eulogy,誄
border the stove,陘
Li,酈
Clear,澈
hamadryad,狒
all over,徧
Dong,峒
Qian,騫
squat,蹲
Yan,彥
Bite,嚙
even,连
Mount,嵓
閇,閇
Wei,潙
Poria,茯
destroy,摧
resentment,讎
granary,廩
select,擇
Yi,懌
⽇,⽇
Iron,鉃
smoke,熏
Don't,别
hog,豕
rail,轨
Ju,雎
powerful,强
Xie,郤
Newspaper,报
crazy,瘋
condition,况
art,艺
bamboo mold,笵
Wang,罔
tablets,牘
dart,釟
door,闥
qi,棊
Violet,綵
鞜,鞜
pig,豬
Poetry,謌
Hey,吶
swallow,吞
increase,增
medicine,藥
Min,旼
Yu,瑀
Fang,枋
# 5000,# 5000
and,幷
flatter,諛
kilometer,粁
Crisp,酥
埵,埵
Zhen,軫
goblet,觚
Tilia,椴
Xu,煦
remember,记
gluttonous,饕
貮,貮
play,縯
files,档
brick,磚
eye,睛
dike,圩
Ao,鰲
scissors,翦
advocate,倡
clang,鐺
How,曷
rushing,滂
Itch,瘙
Pa,帕
vigilance,惕
Happy,囍
Hmm,唔
edge,棱
be careful,毖
Pu,莆
cellar,窖
Pour,斟
save,拯
Xuan,煊
owl,鴟
Jian,蹇
Fei,蜚
scepter,珽
bass,鱸
drain,澮
Fan,璠
pond,埤
near,迩
Kip,硤
Saint,圣
grate,篦
button,釦
We,们
Lei,耒
Blanch,焯
baht,銖
Chen,綝
fill up,闐
prophecy,讖
Entertainment,娛
Min,玟
Hui,薈
鍜,鍜
Tian,恬
cicada,蜩
Yu,禑
brick,塼
Beautiful,靚
dressed leather,靼
Standard,标
Qu,朐
ugly,陋
division,师
hidden,隱
Museum,馆
Zhu,邾
Jue,珏
Mang,邙
fierce,鏖
幄,幄
叆,靉
two,貳
clamp,箝
pickled fish,鮓
not,毋
drum,皷
household,户
Ro,絽
Zip,鋺
kind,种
Masonry,砌
County,鄕
total,总
Dip,沾
镱,鐶
member,员
Celebration,庆
Service,务
hole,窿
furnace,爐
right,对
perilous,岌
枩,枩
thousand,仟
parallel,駢
Ru,孺
Pan,泮
dimension,维
Yuan,瑗
trampling,跫
Qing,擎
Wu,吴
wicker,篳
horn,篥
not,毌
Zhao,赵
conger eel,鱧
bye,拜
secret,祕
Every,每
bury,瘞
Ji,姬
plow,犁
Yun,惲
㓛,㓛
study,肄
Divination,筮
flatter,諂
Guo,虢
gluttonous,餮
book,册
Depend on,靠
nightmare,魘
clear,晳
adze,釿
2,弍
look askance,睥
lofty,嵬
Hurricane,颶
Huang,湟
Zhe,輒
Miluo,汨
silt,淤
between,间
deceased mother,妣
瓌,瓌
Bi,苾
deficient,匱
mercury,汞
silicon,硅
Mianyang,澠
樔,樔
coffee,咖
creek,汜
Qiong,邛
fur,裘
Ling,泠
Branch,椏
Cabbage,菘
rafter,桴
夘,夘
珖,珖
Wagtail,鶺
Noisy,囂
perish,淪
sprinkle,灑
Bo,亳
剳,剳
Well,嘛
Shan,鄯
Love,爰
Mei,郿
Bin,邠
Flogging,笞
乂,乂
Tan,郯
cuckoo,鵑
Hong,竑
malaria,瘧
ah,呀
vertical,豎
Network,络
head,髦
Pu,璞
regret,懊
Nai,迺
dwarf,侏
Wash,滌
詩,謾
Mantle,幔
sign,簽
⼤,⼤
Lang,閬
Jing,兢
kitchen,廚
枹,枹
Rickets,佝
Noise,鬧
Shigomi,樒
閖,閖
K,乕
pressure,壓
榘,榘
Imitation,仿
scratch,搔
Sheng,嵊
Seki,杦
Yang,漾
倻,倻
class,级
nest,窠
Tono,暾
crack,罅
wide,濶
apple,苹
Penang,檳
palm,榔
cormorant,鸕
wadding,絮
mash,醪
Pi,郫
Ying,嚶
sleet,霙
cat,貓
Understand,懂
Zhuan,顓
熲,熲
wren,鷦
pond,潢
Yi,鎰
old woman,媼
柗,柗
kick,蹶
please,请
Surround,围
Nitto,粳
picture,图
rogue,氓
body,軀
Residual,殘
Yin,垠
manage,办
Jing,婧
gas,气
praise,贊
嬀,嬀
Ji,姞
Office,廨
Yue,樾
tassel,纓
Yun,鄆
Zhuo,倬
Jin,縉
bad,歹
Korea,韩
chaos,亂
缑,緱
age,齡
⼀,⼀
Yi,羿
dry moat,隍
Ming,洺
Basket,簱
pendant,珮
Poppy,罌
驒,驒
basket,簞
broken,碎
vertical,縱
Announcement,敍
stack,疊
wine,釀
Night,晚
tear,淚
cricket,蟋
set,鑲
Satin,繻
埣,埣
Tan,覃
cigarettes,莨
from,从
Warp,翹
鯏,鯏
anger,忿
touch,觸
vinegar,醋
曵,曵
Fen,棻
蘐,蘐
See,见
閦,閦
Ripple,漪
Browse,瀏
燖,凖
pin,銷
獨,獗
stem,莖
Sun,孙
Fu,罘
arrogant,憍
gan,玕
Badger,狢
Just,仝
cabin,艙
edict,敕
what,孰
Can,戛
Tuo,沱
calamity,殃
bake,烤
goods,货
boron,硼
Kuai,傕
son-in-law,壻
Ren,澧
仭,仭
sedge,蓜
Sale,售
Yun,昀
Fight,搏
anger,瞋
畧,畧
Kun,鯤
bridge,桥
expansion,擴
篶,篶
case,帙
Nodding,喃
serene,愔
Bin,豳
䴥,䴥
lance,槊
lift,擡
beheading,馘
岻,岻
Hello,囉
鳆,鰒
Shao,绍
Produce,产
Ningbo,甬
files,檔
thorn,磾
butterfly,蝴
ask,问
poetry,诗
thumb,拇
Xian,嫻
tithe,仂
Fei,淝
赜,賾
clang,鏗
swim bladder,鰾
rich,丰
Akane,蒨
rake,耙
tarsus,跗
thirty,卅
glutinous rice,糒
Kuai,蒯
Kuai,噲
Xuan,瑄
Xin,炘
Decision,訢
袿,袿
Xun,珣
rabbit,兔
shop,舖
dig,挖
Township,乡
pivot,樞
Yong,墉
Sedge,薹
Pan,磻
Om,唵
hot,热
shuttle,梭
Min,湣
Su,苏
Qin,溱
What,么
Fight,鬪
Ao,翺
Harrier,鷂
Lantern,闌
Alligator,鱶
How,怎
Xi,郗
paradox,悖
hit,击
wren,鷯
fly,飞
駮,駮
薭,薭
silver,银
Funding,资
Yan,焱
Xie,勰
Han,晗
count,计
rudder,柁
lord,侚
Wait,䚟
Quan,佺
regulation,规
string together,綰
sang,唹
discussion,榷
Summary,综
Feed,饋
unfeigned,慥
bar,杠
Xu,頊
overseer,畯
Luang,鑾
Rong,荣
System,统
frequency,频
smell,闻
Festival,节
Shen,燊
埈,埈
oak,橡
in vain,枉
Yan,嫄
contented,慊
siskin,鶸
Zhuo,侂
presume,怙
Agriculture,农
Qu,璩
Shhh,噓
prosper,兴
苳,苳
rather,宁
Zheng,郑
brain,腦
clamp,鎹
scorpion,蜑
Qu,俅
Lin,璘
Inch,吋
splash,潑
Pian,翩
Pekinese,狆
眜,眜
Zou,騶
sack,橐
pour,挹
lose,输
cheek,顚
price,價
Xun,薰
involved,涉
shape,狀
thin,瘦
Sexy,騷
base,壘
cricket,蟀
cook,爨
塡,塡
sleep soundly,寐
partridge,鴣
factory,厂
Xi,湜
Cricket,蛄
dizzy,譫
help,幫
collar,领
trap,弇
Jie,桀
wild,猖
Come,莅
phoenix,凤
frivolous,佻
Wai,愰
comb,栫
sister,姊
wrinkled,隺
boil,熬
Zongzi,粽
pull,扯
hang,挂
fishy,腥
public,眾
stop,遏
Luo,珞
toad,黽
hear,聆
carbuncle,癰
jelly,喱
Approved,謇
cake,糕
Close,闔
cover,罩
Wei,暐
coast,滨
Yi,黟
displeasure,忩
兊,兊
leek,韭
Fermentation,醱
sound of rain,淅
Sumi,蠖
earthworm,蚯
ewe,牂
牁,牁
Feng,灃
chess,弈
about,约
cowardly,懦
mussel,蚌
Run,犇
engrave,鏤
Fu,俤
Ang,盎
you,妳
Milk,奶
yam,蕷
Chi,篪
seat,蓆
Movement,勱
pedicle,蒂
jie,孑
snipe,鷸
Rui,蕤
toad,蟆
and,暨
All,擧
cho,鬮
she,她
it,它
珸,珸
tuberculosis,癆
tiller,蘖
acne,痤
箟,箟
bag,囊
cornelian cherry,萸
bamboo shoots,笋
毟,毟
bring,带
beam,粱
turtle,玳
common millet,粢
bow of ship,艫
豨,豨
Jian,戩
Yin,茵
factory,厰
悰,悰
wolfberry,枸
roost,塒
Flycatcher,鶲
Burn,燔
spirit,灵
buckle,扣
trace,蹤
Kai,鍇
Research,硏
carry,刁
Ju,苴
View,览
Hua,驊
Mongolian,濛
dance,蹈
Arrow,碭
camp,营
sedge,莟
lotus,菏
osprey,鶚
sister-in-law,嫂
trillion,秭
plague,瘟
depression,坳
vague,渺
sedge,莇
urn,瓮
enclosure,囿
see,覩
Li,唎
Drive,駛
涬,涬
Sha,煞
raccoon dog,貉
Ma,玛
put,擺
stationed,驻
dumb,啞
Afraid,怕
Fu,鄜
Bei,蓓
Job,职
Face to face,覿
La,啦
詧,詧
Lai,賚
𥝱,𥝱
栻,栻
stroke,划
cheek,腮
explain,说
quiet,悄
ashamed,慚
Yan,鄢
brook,淶
hem,衽
Pai,湃
⻑,⻑
Mi,羋
Chu,滁
Xiao,簫
Miao,淼
Ba,霑
Kan,戡
medicine,药
scabies,疥
simple,简
Bi,俾
Kun,錕
stiff,僵
silkworm,蠶
shackles,桎
brace,梏
Shu,姝
斅,斅
finished,訖
囎,囎
楪,楪
伷,伷
Compilation,编
Pit,酘
skirt,裙
Seize,擶
⼈,⼈
Stoneware,炻
complex,复
Yan,諝
Wu,乌
Brocade,锦
cowardly,慫
慂,慂
Retrospect,泝
whirl,洄
Butterfly,鳰
Te,忒
ridge,壠
villa,墅
quiet,剡
tassel,旒
award,奖
blue,蓝
錢,錺
⾒,⾒
Dovewort,珙
moose,麋
Black,緇
Kay,凯
edge,緣
nest,巢
dirty,臟
Sign,徵
昤,昤
right,权
璆,璆
support,贍
愨,愨
倧,倧
Yan,瑆
I,峩
riveting,鉚
sash,絛
feet,呎
Set,奝
kinky,婬
forebear,孁
bite,齮
Twist,扭
ginger,薑
stone tablet,碣
cauldron,鬲
vend,鬻
Bi,邲
exhaust,竭
anxious,絓
barren,瘠
alkali,鹼
remove,祛
shy,腆
Gun,袞
Absolute,絕
Arm,臑
rust,銹
seal,鈐
猋,匋
Quinoa,藜
defend,捍
and,龢
Rod,杆
chalk,堊
Xiang,薌
lump,坨
嬶,嬶
Yes,歟
reed,筬
Kan,闞
repeatedly,屢
Ti,禔
Ginseng,蔘
Ao,鼇
Mao,耄
芿,芿
Tai,垰
earthworm,蚓
Gnawing,囓
叺,叺
Meng,勐
Pang,逄
greasy,膩
guy,佬
county,县
public,众
bowl,盩
bend of a river,厔
Bing,邴
Crossbow,鞬
slander,諚
Ke,岢
cymbals,鈸
clang,鏘
Entertainment,娱
hunting,獵
stallion,騭
bream,魴
step on,蹋
㹨,㹨
Gun,鯀
Insert,插
Yu,遹
Dan,聃
laugh,悝
Che,澶
Pine,槁
Rei,崕
furnace,鑪
guard,卫
gourd,瓠
Negative,隂
Confession,謦
楜,楜
Kun,堃
mushroom,蕈
fresh,鲜
flood,汛
scribe,隸
quiet and elegant,窕
Ti,媞
tenon,枘
獐,獐
蚡,蚡
Yan,嫣
浿,浿
Lychee,荔
Jiao,滘
Luo,漯
Circle,圦
mound,坵
answer,应
垜,垜
Victory,胜
candlestick,檠
escape,遯
trade,贸
Jackal,豺
out,齣
beggar,丐
Hyun,玹
Zhang,嶂
weary,瘁
foot,腳
Encourage,勵
dung,褫
Chan,瀍
countryside,鄖
Fu,鄔
terrace,陔
Kyung,暻
mushroom,菇
drink heavily,酺
Ga,尕
slippery,跣
pavilion,榭
Brass,栱
rising of clouds,霨
stasis,瘀
Job's tears,苡
Crow,鵙
Tanning,鞣
anxiety,惶
Chirp,啾
evil,鬩
翆,翆
question,题
Face,臉
unexpectedly,儻
embedded,崁
Shedding,蛻
Gang,罡
Creation,创
cut,刕
talisman,籙
servant,仆
rinse,涮
chisel,鏨
Arrogant,狷
Change,变
巂,巂
return,囘
Tart,撻
Li,溧
Yin,鄞
beard,鬯
snore,鼾
tune,调
vagina,腟
tin,鉇
cymbals,鐃
旹,旹
Thrush,鶫
Light,溷
Travel,輟
ploughing,畊
set up,设
冄,冄
Yan,艷
Far,远
for,为
Protect,护
longevity,嘏
tiller,蘗
treacherous,忞
Wow,寤
Deng,邓
Wei,伟
overflow,瀁
Handful,抔
Guangdong,粵
clam,蚶
Mi,宓
hub,轂
Xu,盱
cheek,頰
Cooperation,协
talk,话
Ju,琚
Ze,泽
joyous,欢
Sun,蓀
杤,杤
Acetyl,醯
She,佘
submerged,湮
Cicada,蠧
Katsu,禖
beer,啤
sash,襍
and,跟
patella,臏
beak,喙
plow,耜
忰,忰
Li,儷
advise,勸
Tamarix,檉
try,试
抦,抦
嶬,嶬
pad,墊
巠,巠
卆,卆
dismantle,拆
Stream,涓
Ling,寚
⽣,⽣
eaves,檐
nuclear,覈
together,齐
footpath,阡
grave,塋
媖,媖
Xuan,暄
俔,俔
side,边
Qing,箐
strict,严
Editor,辑
News,讯
嚳,嚳
ship,舰
Si,姒
Xi,翕
Yi,貽
May,许
凮,凮
child,僮
Greed,婪
玙,璵
soft,软
writing,籀
Jia,郟
匄,匄
Dan,儋
Layoff,荖
evil,孽
coward,孱
Rejection,懍
bad,壞
Pseudo,僞
Virtual,虛
thrifty,儉
daughter,孃
rumor,謠
chain,鍊
fertility,穉
kin,薤
pheasant,鷭
呍,呍
roof,宀
goose,鷓
narrow,笮
Stick,黐
astringent,澀
grief,耨
daphne,芫
辫,侫
鋠,鋠
巵,巵
Chi,茌
Liu,鏐
Render,渲
post for tethering animals,杙
lift,抬
恊,恊
庬,庬
sad,惻
痲,旲
pedicle,蔕
breast,脯
banish,擯
thigh,髀
Nada,遘
佖,佖
mix,糝
soar,飆
凩,凩
radium,鐳
dust,坌
Rob,搶
mastiff,獒
Pi,貔
Can,盦
handcuffs,杻
Sample,样
boast,夸
depression,洼
椥,椥
furuncle,癤
boil,疔
徸,徸
Lai,崍
Scorpion,蜍
castration,閹
Ren,仞
Xin,瑫
Pillar,拄
Light,釭
quite,蠻
castor,膃
肭,肭
whitlow,瘭
black millet,秬
Ban,棭
herring,鯡
stumble,跎
Jue,玦
Xian,冼
bow,頫
Chills,恙
Fu,滏
cockroach,蠊
drive,驅
regret,悋
rickets,疳
bare,袒
pretend,佯
winding,迤
Grilled,扒
chicken,鸡
Tuan,疃
Sword,劼
Argument,论
禩,禩
橅,橅
Yu,璈
# 6000,# 6000
衑,衑
Search,寻
stingray,鱝
Lucky,僥
Awa,婀
Luo,濼
you,您
⽥,⽥
millet,秡
excellent,优
stiff,殭
grind,碾
sundial,晷
mallard,鳧
瓛,瓛
snivel,洟
枇,枌
praise,讚
Meat,葷
suitable,适
More,逾
stolen goods,贓
Yu,臾
sash,裒
蓙,蓙
drowsiness,暕
魳,魳
righteous,义
ogle,眄
Ting,瑱
Hope,盼
think,諗
pure,纯
Test,验
land,陆
basket for carrying soil,簣
bulge,劻
Yu,禨
Ai,璦
Chi,驰
shark,鯊
Lun,仑
envy,羡
past,曩
Xun,郇
Ki,嵆
sacral,胅
dark green,黝
Sipping,呷
Mimi,咪
steal,偷
atmosphere,氛
Ling,淩
Zhen,禛
Embarrassment,囧
small boat,艋
boat,舺
Xiong,賨
瓫,瓫
Sharp,崆
Yi,詒
He,爀
water chestnut,薺
Soup,汤
繧,繧
繝,繝
Ge,舸
壒,壒
肜,肜
thick,蓊
grieved,忉
Yang,杨
Nai,鼐
Tuan,摶
碵,碵
chop,斫
cassock,衲
Yan,顏
Kick,踢
Da,达
Yue,玥
embroidery,黻
breeding,孳
exchange,汇
hammer,捶
silk,綢
code,码
Sa,萨
cylinder,缸
stupid,傻
step stone,磴
vigorous,遒
acupuncture,砭
掎,掎
falcon,鶿
Dinosaur,辷
Mei,湄
Oar,櫁
duck,鴃
mullet,鯔
Chuanxiong,芎
temple,庙
Feng,酆
dish,碟
carbon,碳
Xi,晞
Squid,鰄
dark,黯
Silk,丝
silk,绸
酛,酛
inquire,詵
桙,桙
Centipede,蜈
centipede,蚣
Watering,澆
tablet,牓
View,观
blind,瞎
rise,崛
A,喞
stagnation,瀦
fall,摔
kill,杀
Yun,韞
mail,邮
Yi,嶧
anthill,垤
乢,乢
Cicada,蝟
Fang,邡
Rong,瑢
muteness,瘂
Zhi,郅
age,岁
slag,礩
risk,险
put,摆
dilemma,豌
cocoa,糲
Shu,沭
sweet potato,苕
eczema,瘣
warm,煖
yak,犛
snake,蜒
Fu,芾
very,很
bell,铃
Gu,顾
Sleep,觉
ridicule,譏
delicate,嫋
Geng,賡
Shu,鄫
Hui,辉
鐚,鐚
萓,萓
Call,吁
Group,组
Weaving,织
marrow,髓
Akira,晙
Tendon,觔
estimate,估
lettuce,苣
Haha,哱
Shan,姍
Duo,哆
By,凭
stumbling,蹕
錞,錞
chariot,輅
relative,亲
now,现
strew,肸
see,睹
Lu,鲁
let,让
尅,尅
murmuring,淙
stagnation,眙
toilet,廁
halogen,滷
Mold,鑅
gun,枪
state,态
value,值
discipline,纪
mirror,镜
埇,埇
oak,棡
rafter,椽
陬,陬
Sweet Osmanthus,樨
tree,棵
環,竒
琫,琫
brick,甃
Ding,甎
廌,廌
borer,蠹
swelling of the liver,痞
fiscal,财
tease,撩
Bing,昞
Lun,伦
ranunculus,茛
fee,费
Qi,綦
Feng,冯
shrimp,鰕
iron,鍉
drama,剧
read,读
feather fan,纛
Ba,灞
Rung,礽
𠮟,𠮟
Cambodia,柬
hoe,鉏
tie up,縢
gnat,虵
embroidery,黼
丿,丿
圷,圷
Page,页
Shanghai,沪
媺,媺
Enter,进
tooth,齒
flowing of water,湓
seek,覓
traveler,羇
Mushroom,蟯
twig,朓
latent,潛
burden,擔
interjection,欹
Knot,结
calendar,历
root,柢
Bi,濞
Circle,圜
Xing,勍
⾼,⾼
撝,撝
Far,陜
Wei,洧
swing,掄
Yan,閆
rouge,胭
Ya,婭
tungsten,鋕
tired,駘
Legacy,遗
順,頠
titanium,鈦
Honor,勋
Teng,腾
bake,烘
engrave,鐫
Mi,弭
焏,焏
⾦,⾦
鎺,鎺
璝,璝
Wai,崴
tick,剔
Korea,丽
Team,队
Ning,寉
Tie,絇
Jun,珺
habit,习
Na,纳
Simulation,拟
Shen,沉
Kueh,粿
window,窗
hut,廞
Tao,弢
rust,鋹
Run,润
shame,忝
fool,笨
Until,迨
basket,篮
